img_path,xmin,ymin,xmax,ymax,score,img_name,tile_index,tile_xmin,tile_ymin,tile_xmax,tile_ymax,x,y,Xmin,Ymin,Xmax,Ymax,X_d,Y_d,lon_d,lat_d,is_musacea_d,is_banana,ground_index,name,lat_g,lon_g,diameter,height,year,plot_id,tree_id,is_musacea_g,site,X_g,Y_g,updated diameter,group,updated height,AGB,carbon,id
Nestor Macias RGB_7_3800_9024_7800_13024.png,851.2417602539062,1259.6820068359375,1066.283935546875,1508.8043212890625,0.3538411259651184,Nestor Macias RGB,7,3800,9024,7800,13024,958.7628479003906,1384.2431640625,4651.241760253906,10283.682006835938,4866.283935546875,10532.804321289062,4758.7628479003915,10408.2431640625,-79.57635543818621,-2.181432992018025,0.99,True,286,Musacea,-2.18140886,-79.57632190000002,16.8703845174,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,6023.741873285846,8729.040575475454,16.8703845174,banana,0.0,12.32813736923837,4.807973574002964,286
Nestor Macias RGB_7_3800_9024_7800_13024.png,1144.2188720703125,2199.31494140625,1425.6417236328125,2496.568603515625,0.350225567817688,Nestor Macias RGB,7,3800,9024,7800,13024,1284.9302978515625,2347.941772460937,4944.218872070313,11223.31494140625,5225.641723632813,11520.568603515625,5084.930297851562,11371.941772460938,-79.57633484439559,-2.1814918883282486,0.99,True,118,Musacea,-2.18146309,-79.57630057,8.753501400560001,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,6249.477909435926,9290.89934262144,8.753501400560001,banana,0.0,3.047673933526616,1.1885928340753795,118
Nestor Macias RGB_7_3800_9024_7800_13024.png,880.819091796875,3022.877197265625,1137.0941162109375,3281.21435546875,0.33965638279914856,Nestor Macias RGB,7,3800,9024,7800,13024,1008.9566040039062,3152.0457763671875,4680.819091796875,12046.877197265625,4937.094116210938,12305.21435546875,4808.956604003906,12176.045776367188,-79.5763522690174,-2.1815410310357843,0.99,True,252,Musacea,-2.1815208999999998,-79.57633617,9.867583397,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,5872.722030885387,9889.84928414759,9.867583397,banana,0.0,3.933600682081932,1.5341042660119533,252
Nestor Macias RGB_7_3800_9024_7800_13024.png,3211.591064453125,1812.3330078125,3471.18408203125,2043.9918212890625,0.3332872986793518,Nestor Macias RGB,7,3800,9024,7800,13024,3341.3875732421875,1928.1624145507806,7011.591064453125,10836.3330078125,7271.18408203125,11067.991821289062,7141.3875732421875,10952.16241455078,-79.57620500234512,-2.1814662335695165,0.99,True,13,Musacea,-2.18142881,-79.57617764,9.70842882608,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,7550.449823661047,8935.735806981467,9.70842882608,banana,0.0,3.7996931028289582,1.4818803101032936,13
Nestor Macias RGB_7_3800_9024_7800_13024.png,79.23805236816406,2298.91015625,375.7116394042969,2612.68798828125,0.3145647644996643,Nestor Macias RGB,7,3800,9024,7800,13024,227.47484588623047,2455.799072265625,3879.238052368164,11322.91015625,4175.711639404297,11636.68798828125,4027.474845886231,11479.799072265625,-79.57640161076405,-2.1814984800125505,0.99,True,211,Musacea,-2.18150953,-79.57636769,9.54927425516,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,5539.1449160528355,9772.048543182123,9.54927425516,banana,0.0,3.6682433193737203,1.4306148945557509,211
Nestor Macias RGB_7_3800_9024_7800_13024.png,2584.49755859375,2978.346923828125,2913.445068359375,3343.32080078125,0.3000590205192566,Nestor Macias RGB,7,3800,9024,7800,13024,2748.9713134765625,3160.8338623046875,6384.49755859375,12002.346923828125,6713.445068359375,12367.32080078125,6548.9713134765625,12184.833862304688,-79.57624240674095,-2.1815415681184693,0.99,True,304,Musacea,-2.18154142,-79.57623607,9.10364145658,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,6932.083363557706,10102.45009369295,9.10364145658,banana,0.0,3.313214194396975,1.2921535358148202,304
Nestor Macias RGB_7_3800_9024_7800_13024.png,1567.9552001953125,3224.143310546875,1825.873291015625,3459.564208984375,0.2810368835926056,Nestor Macias RGB,7,3800,9024,7800,13024,1696.9142456054688,3341.853759765625,5367.955200195313,12248.143310546875,5625.873291015625,12483.564208984375,5496.914245605469,12365.853759765625,-79.5763088322624,-2.18155263112504,0.99,True,154,Musacea,-2.18161953,-79.57627214,9.390119684239998,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,6550.353460732857,10911.721498853167,9.390119684239998,banana,0.0,3.539246055843277,1.380305961778878,154
Nestor Macias RGB_7_3800_9024_7800_13024.png,2697.11962890625,2357.728271484375,2984.435302734375,2684.630615234375,0.2774921953678131,Nestor Macias RGB,7,3800,9024,7800,13024,2840.7774658203125,2521.179443359375,6497.11962890625,11381.728271484375,6784.435302734375,11708.630615234375,6640.7774658203125,11545.179443359375,-79.57623661021931,-2.181502475725095,0.99,True,99,Musacea,-2.18147337,-79.57621825,10.1858925388,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,7120.672963381195,9397.40696066213,10.1858925388,banana,0.0,4.208809960061155,1.6414358844238504,99
Nestor Macias RGB_7_3800_9024_7800_13024.png,3012.826416015625,471.0595397949219,3196.308837890625,663.9525756835938,0.263886958360672,Nestor Macias RGB,7,3800,9024,7800,13024,3104.567626953125,567.5060577392577,6812.826416015625,9495.059539794922,6996.308837890625,9687.952575683594,6904.567626953125,9591.506057739258,-79.57621995484999,-2.1813830772401426,0.99,True,28,Musacea,-2.18134618,-79.57617867,14.005602240899998,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,7539.549302382243,8079.634204005678,14.005602240899998,banana,0.0,8.293618678699097,3.234511284692648,28
Nestor Macias RGB_7_3800_9024_7800_13024.png,1250.150634765625,114.86234283447266,1425.7783203125,302.818115234375,0.26297581195831304,Nestor Macias RGB,7,3800,9024,7800,13024,1337.9644775390625,208.84022903442383,5050.150634765625,9138.86234283447,5225.7783203125,9326.818115234377,5137.964477539063,9232.840229034424,-79.57633149588615,-2.181361157426489,0.99,True,170,Musacea,-2.18134349,-79.5762907,11.1408199643,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,6353.932418444515,8051.764019911603,11.1408199643,banana,0.0,5.093951400241334,1.9866410460941204,170
Nestor Macias RGB_7_3800_9024_7800_13024.png,928.1543579101562,2416.049560546875,1144.3114013671875,2657.165283203125,0.26011088490486145,Nestor Macias RGB,7,3800,9024,7800,13024,1036.232879638672,2536.607421875,4728.154357910156,11440.049560546875,4944.311401367188,11681.165283203125,4836.232879638672,11560.607421875,-79.57635054682866,-2.181503418603917,0.99,True,341,Musacea,-2.18150085,-79.57634052,8.0850522027,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,5826.685849127256,9682.117986315332,8.0850522027,banana,0.0,2.573271909278761,1.0035760446187167,341
Nestor Macias RGB_7_3800_9024_7800_13024.png,3416.907958984375,3727.0830078125,3615.371337890625,3911.906494140625,0.24282240867614746,Nestor Macias RGB,7,3800,9024,7800,13024,3516.1396484375,3819.4947509765625,7216.907958984375,12751.0830078125,7415.371337890625,12935.906494140625,7316.1396484375,12843.494750976562,-79.5761939687253,-2.181581822089672,0.99,True,83,Musacea,-2.18160185,-79.57624719,7.7667430608600005,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,6814.400066563121,10728.544972886646,7.7667430608600005,banana,0.0,2.3622735802778703,0.9212866963083696,83
Nestor Macias RGB_13_11003_3800_15003_7800.png,212.4112091064453,292.94354248046875,528.8131103515625,631.6434326171875,0.6245599985122681,Nestor Macias RGB,13,11003,3800,15003,7800,370.6121597290039,462.2934875488281,11215.411209106443,4092.9435424804688,11531.813110351562,4431.643432617188,11373.612159729004,4262.293487548828,-79.57593778516295,-2.181057383134079,0.99,True,196,Musacea,-2.18112195,-79.57595044,16.2337662338,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,9954.914306705865,5756.462687185844,16.2337662338,banana,0.0,11.3583262202115,4.429747225882486,196
Nestor Macias RGB_13_11003_3800_15003_7800.png,2355.72802734375,1354.721923828125,2713.226806640625,1707.852294921875,0.6091684103012085,Nestor Macias RGB,13,11003,3800,15003,7800,2534.4774169921875,1531.287109375,13358.72802734375,5154.721923828125,13716.226806640625,5507.852294921875,13537.477416992188,5331.287109375,-79.57580116151155,-2.1811227145348187,0.99,True,325,Musacea,-2.1811622,-79.57585143,8.848994143110001,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11002.740136229131,6173.479382330523,8.848994143110001,banana,0.0,3.1189274885147635,1.216381720520758,325
Nestor Macias RGB_13_11003_3800_15003_7800.png,513.4772338867189,1164.0809326171875,775.6038818359375,1418.9573974609375,0.6051832437515259,Nestor Macias RGB,13,11003,3800,15003,7800,644.5405578613281,1291.5191650390625,11516.47723388672,4964.080932617188,11778.603881835938,5218.957397460938,11647.540557861328,5091.519165039063,-79.57592048967847,-2.1811080611493017,0.99,True,141,Musacea,-2.18115286,-79.57593849,15.3425006366,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10081.381518745084,6076.710787729842,15.3425006366,banana,0.0,10.071172952198062,3.927757451357244,141
Nestor Macias RGB_13_11003_3800_15003_7800.png,585.4066162109375,3018.507568359375,896.558349609375,3342.48583984375,0.5748706459999084,Nestor Macias RGB,13,11003,3800,15003,7800,740.9824829101562,3180.4967041015625,11588.406616210938,6818.507568359375,11899.558349609375,7142.48583984375,11743.982482910156,6980.4967041015625,-79.57591440046016,-2.1812235057563343,0.99,True,159,Musacea,-2.18121724,-79.57596889,12.0957473899,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,9759.657397771121,6743.730286695161,12.0957473899,banana,0.0,6.069164704757945,2.3669742348556,159
Nestor Macias RGB_13_11003_3800_15003_7800.png,1640.4510498046875,504.7294921875,1949.89697265625,846.0682373046875,0.5334535837173462,Nestor Macias RGB,13,11003,3800,15003,7800,1795.1740112304688,675.3988647460938,12643.451049804688,4304.7294921875,12952.89697265625,4646.068237304688,12798.174011230469,4475.398864746094,-79.57584784017159,-2.181070407040409,0.99,True,324,Musacea,-2.18114003,-79.57587622,20.6900942195,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10740.386815235805,5943.783478443537,20.6900942195,banana,0.0,19.041243742444447,7.426085059553336,324
Nestor Macias RGB_13_11003_3800_15003_7800.png,2592.045166015625,3194.991455078125,3006.550537109375,3609.23486328125,0.5319889783859253,Nestor Macias RGB,13,11003,3800,15003,7800,2799.2978515625,3402.1131591796875,13595.045166015625,6994.991455078125,14009.550537109375,7409.23486328125,13802.2978515625,7202.1131591796875,-79.57578444109208,-2.1812370498160383,0.99,True,20,Musacea,-2.18120653,-79.57583118,17.5070028011,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11217.046499767452,6632.767583463583,17.5070028011,banana,0.0,13.340201555786402,5.202678606756697,20
Nestor Macias RGB_13_11003_3800_15003_7800.png,2387.5498046875,2.4982309341430664,2684.9404296875,302.4355163574219,0.4870975017547608,Nestor Macias RGB,13,11003,3800,15003,7800,2536.2451171875,152.46687364578247,13390.5498046875,3802.498230934143,13687.9404296875,4102.435516357422,13539.2451171875,3952.466873645783,-79.57580104990124,-2.181038448122439,0.99,True,85,Musacea,-2.1811375,-79.57585804,14.1647568118,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10932.78630598001,5917.571000465931,14.1647568118,banana,0.0,8.495651445113271,3.313304063594176,85
Nestor Macias RGB_13_11003_3800_15003_7800.png,3658.921142578125,460.8139343261719,3948.479248046875,760.4794311523438,0.4653619825839996,Nestor Macias RGB,13,11003,3800,15003,7800,3803.7001953125,610.6466827392577,14661.921142578125,4260.813934326172,14951.479248046875,4560.479431152344,14806.7001953125,4410.646682739258,-79.5757210244282,-2.181066449719556,0.99,True,139,Musacea,-2.18114059,-79.57580235,9.54927425516,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11522.15526308154,5949.585449855783,9.54927425516,banana,0.0,3.6682433193737203,1.4306148945557509,139
Nestor Macias RGB_13_11003_3800_15003_7800.png,3430.28662109375,737.761474609375,3765.482177734375,1065.0909423828123,0.4320921897888184,Nestor Macias RGB,13,11003,3800,15003,7800,3597.8843994140625,901.4262084960936,14433.28662109375,4537.761474609375,14768.482177734375,4865.090942382813,14600.884399414062,4701.426208496094,-79.57573401937114,-2.1810842206709777,0.99,True,271,Musacea,-2.18115497,-79.57579566,18.4619302266,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11592.955735824326,6098.571787152862,18.4619302266,banana,0.0,14.937966770230524,5.825807040389904,271
Nestor Macias RGB_13_11003_3800_15003_7800.png,1510.1552734375,1988.006103515625,1830.860107421875,2318.60888671875,0.4213207960128784,Nestor Macias RGB,13,11003,3800,15003,7800,1670.5076904296875,2153.3074951171875,12513.1552734375,5788.006103515625,12833.860107421875,6118.60888671875,12673.507690429688,5953.3074951171875,-79.57585571144173,-2.1811607292266366,0.99,True,216,Musacea,-2.18117582,-79.57587525,10.3450471098,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10750.652354644355,6314.5916155674695,10.3450471098,banana,0.0,4.350121845877161,1.6965475198920927,216
Nestor Macias RGB_13_11003_3800_15003_7800.png,2671.488525390625,2197.0810546875,2979.29736328125,2518.998779296875,0.4113117754459381,Nestor Macias RGB,13,11003,3800,15003,7800,2825.392944335937,2358.0399169921875,13674.488525390625,5997.0810546875,13982.29736328125,6318.998779296875,13828.392944335938,6158.0399169921875,-79.57578279348171,-2.181173241420933,0.99,True,234,Musacea,-2.18117082,-79.57583541,7.002801120449999,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11172.280281599431,6262.788299402487,7.002801120449999,banana,0.0,1.8947423962013104,0.7389495345185112,234
Nestor Macias RGB_13_11003_3800_15003_7800.png,1145.2684326171875,1867.5721435546875,1501.778076171875,2269.67529296875,0.3842677175998688,Nestor Macias RGB,13,11003,3800,15003,7800,1323.5232543945312,2068.6237182617188,12148.268432617188,5667.5721435546875,12504.778076171875,6069.67529296875,12326.523254394531,5868.623718261719,-79.57587761958989,-2.1811555537890577,0.99,True,178,Musacea,-2.18117347,-79.57589279999998,13.5281385281,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10564.920172861011,6290.244056969744,13.5281385281,banana,0.0,7.702971370427661,3.004158834466788,178
Nestor Macias RGB_13_11003_3800_15003_7800.png,3310.278076171875,444.4017028808594,3604.6435546875,767.239990234375,0.37777402997016907,Nestor Macias RGB,13,11003,3800,15003,7800,3457.4608154296875,605.8208465576173,14313.278076171875,4244.4017028808585,14607.6435546875,4567.239990234375,14460.460815429688,4405.820846557617,-79.57574288553447,-2.1810661547892294,0.99,True,175,Musacea,-2.18116235,-79.57581796,8.68983957219,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11356.954160265692,6175.033481815287,8.68983957219,banana,0.0,3.0006566277235027,1.170256084812166,175
Nestor Macias RGB_13_11003_3800_15003_7800.png,2517.137939453125,2968.74560546875,2842.899169921875,3284.22705078125,0.3724154829978943,Nestor Macias RGB,13,11003,3800,15003,7800,2680.0185546875,3126.486328125,13520.137939453125,6768.74560546875,13845.899169921875,7084.22705078125,13683.0185546875,6926.486328125,-79.57579197223251,-2.1812202049195046,0.99,True,309,Musacea,-2.18119287,-79.57585629,9.54927425516,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10951.306608949852,6491.240923695216,9.54927425516,banana,0.0,3.6682433193737203,1.4306148945557509,309
Nestor Macias RGB_13_11003_3800_15003_7800.png,2946.771484375,349.88568115234375,3263.6669921875,649.9151000976562,0.3630012273788452,Nestor Macias RGB,13,11003,3800,15003,7800,3105.21923828125,499.900390625,13949.771484375,4149.885681152344,14266.6669921875,4449.915100097656,14108.21923828125,4299.900390625,-79.57576512561171,-2.1810596814748786,0.99,True,342,Musacea,-2.18114776,-79.57584251,12.0957473899,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11097.140766452581,6023.871405238615,12.0957473899,banana,0.0,6.069164704757945,2.3669742348556,342
Nestor Macias RGB_13_11003_3800_15003_7800.png,2926.35595703125,2042.5897216796875,3214.779052734375,2366.224853515625,0.35540679097175604,Nestor Macias RGB,13,11003,3800,15003,7800,3070.5675048828125,2204.407287597656,13929.35595703125,5842.5897216796875,14217.779052734375,6166.224853515625,14073.567504882812,6004.407287597656,-79.5757673134773,-2.1811638521835484,0.99,True,213,Musacea,-2.18117833,-79.57580325,11.777438248,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11512.630535779746,6340.596880281666,11.777438248,banana,0.0,5.734024377730262,2.236269507314802,213
Nestor Macias RGB_13_11003_3800_15003_7800.png,705.7177124023438,1781.0914306640625,1178.7752685546875,2270.69873046875,0.346767395734787,Nestor Macias RGB,13,11003,3800,15003,7800,942.2464904785156,2025.8950805664065,11708.717712402344,5581.0914306640625,12181.775268554688,6070.69873046875,11945.246490478516,5825.895080566406,-79.57590169291123,-2.181152942434139,0.99,True,273,Musacea,-2.18116336,-79.57590398,12.4140565317,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10446.601894146568,6185.497751681827,12.4140565317,banana,0.0,6.41442122085557,2.5016242761336724,273
Nestor Macias RGB_13_11003_3800_15003_7800.png,2671.054931640625,2482.02392578125,3006.300537109375,2817.46923828125,0.29196271300315857,Nestor Macias RGB,13,11003,3800,15003,7800,2838.677734375,2649.74658203125,13674.054931640625,6282.02392578125,14009.300537109375,6617.46923828125,13841.677734375,6449.74658203125,-79.57578195469725,-2.181191069034347,0.99,True,254,Musacea,-2.18117236,-79.57581473,22.918258212399998,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11391.137348014841,6278.743720781559,22.918258212399998,banana,0.0,23.67598630670617,9.233634659615404,254
Nestor Macias RGB_13_11003_3800_15003_7800.png,732.060302734375,877.9999389648438,910.0670776367188,1072.706298828125,0.27166318893432617,Nestor Macias RGB,13,11003,3800,15003,7800,821.0636901855469,975.3531188964844,11735.060302734375,4677.999938964844,11913.06707763672,4872.706298828125,11824.063690185547,4775.3531188964835,-79.57590934423641,-2.181088738704117,0.99,True,236,Musacea,-2.181146,-79.57591446,106.95187165799999,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10335.691736650142,6005.636637948243,12.4140565317,banana,0.0,6.41442122085557,2.5016242761336724,236
Nestor Macias RGB_13_11003_3800_15003_7800.png,806.347900390625,3341.072998046875,1067.420166015625,3589.8486328125,0.2675221562385559,Nestor Macias RGB,13,11003,3800,15003,7800,936.884033203125,3465.4608154296875,11809.347900390625,7141.072998046875,12070.420166015625,7389.8486328125,11939.884033203125,7265.460815429687,-79.57590203148985,-2.181240921299489,0.99,True,220,Musacea,-2.18125796,-79.57594383,8.46702317291,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10024.868136954985,7165.616493557546,8.46702317291,banana,0.0,2.839146147243005,1.107266997424772,220
Nestor Macias RGB_13_11003_3800_15003_7800.png,2943.45703125,2452.424072265625,3197.006103515625,2690.2841796875,0.2522385716438293,Nestor Macias RGB,13,11003,3800,15003,7800,3070.2315673828125,2571.3541259765625,13946.45703125,6252.424072265625,14200.006103515625,6490.2841796875,14073.231567382812,6371.3541259765625,-79.57576733468797,-2.1811862780899887,0.99,True,54,Musacea,-2.18118331,-79.57578103,14.1647568118,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11747.785468995107,6392.1929831878415,14.1647568118,banana,0.0,8.495651445113271,3.313304063594176,54
Nestor Macias RGB_13_11003_3800_15003_7800.png,1982.4190673828125,1417.01611328125,2240.45458984375,1679.2535400390625,0.2510319650173187,Nestor Macias RGB,13,11003,3800,15003,7800,2111.436828613281,1548.1348266601562,12985.419067382812,5217.01611328125,13243.45458984375,5479.253540039063,13114.43682861328,5348.134826660156,-79.5758278717467,-2.181123744180784,0.99,True,0,Musacea,-2.18115496,-79.57586025,10.3450471098,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10909.397808972366,6098.4681805211585,10.3450471098,banana,0.0,4.350121845877161,1.6965475198920927,0
Nestor Macias RGB_13_11003_3800_15003_7800.png,1893.12890625,3461.8271484375,2149.13134765625,3730.963134765625,0.2330838143825531,Nestor Macias RGB,13,11003,3800,15003,7800,2021.130126953125,3596.3951416015625,12896.12890625,7261.8271484375,13152.13134765625,7530.963134765625,13024.130126953125,7396.3951416015625,-79.57583357359495,-2.18124892333314,0.99,True,57,Musacea,-2.18121929,-79.57588659999998,12.4140565317,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10630.534960706069,6764.969646323357,12.4140565317,banana,0.0,6.41442122085557,2.5016242761336724,57
Nestor Macias RGB_13_11003_3800_15003_7800.png,2269.029541015625,2060.09521484375,2601.6611328125,2374.3818359375,0.2281859815120697,Nestor Macias RGB,13,11003,3800,15003,7800,2435.3453369140625,2217.238525390625,13272.029541015625,5860.09521484375,13604.6611328125,6174.3818359375,13438.345336914062,6017.238525390625,-79.57580742058275,-2.1811646363629116,0.99,True,17,Musacea,-2.18117273,-79.57584663,15.1196842373,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11053.538681638154,6282.577166177621,15.1196842373,banana,0.0,9.762189892340981,3.807254058012982,17
Nestor Macias RGB_13_11003_3800_15003_7800.png,2107.75,3484.566650390625,2452.906982421875,3785.1083984375,0.2230249047279358,Nestor Macias RGB,13,11003,3800,15003,7800,2280.328491210937,3634.837524414063,13110.75,7284.566650390625,13455.906982421875,7585.1083984375,13283.328491210938,7434.8375244140625,-79.57581720814574,-2.18125127273417,0.99,True,87,Musacea,-2.18122798,-79.57588726,9.23096511332,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,10623.550160734887,6855.003809821852,9.23096511332,banana,0.0,3.4126959592953376,1.3309514241251816,87
Nestor Macias RGB_13_11003_3800_15003_7800.png,2635.90625,2782.091064453125,2909.375,3037.55859375,0.20399385690689087,Nestor Macias RGB,13,11003,3800,15003,7800,2772.640625,2909.8248291015625,13638.90625,6582.091064453125,13912.375,6837.55859375,13775.640625,6709.8248291015625,-79.57578612419486,-2.1812069636812708,0.99,True,345,Musacea,-2.1811966,-79.57583355,16.5520753756,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,11191.964717922869,6529.886197555546,16.5520753756,banana,0.0,11.837963175228046,4.6168056383389375,345
Nestor Macias RGB_6_3800_7600_7800_11600.png,28.28109169006348,394.9740905761719,335.79595947265625,699.1321411132812,0.6816216707229614,Nestor Macias RGB,6,3800,7600,7800,11600,182.03852558135983,547.0531158447267,3828.281091690064,7994.974090576172,4135.795959472656,8299.132141113281,3982.03852558136,8147.053115844727,-79.57640447955453,-2.181294799693795,0.99,True,228,Musacea,-2.18127434,-79.57636702,14.6422205246,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,5546.235546260528,7335.3241573197,14.6422205246,banana,0.0,9.11725379239417,3.5557289790337263,228
Nestor Macias RGB_6_3800_7600_7800_11600.png,3537.64453125,3620.509033203125,3907.135498046875,3987.15673828125,0.6688297390937805,Nestor Macias RGB,6,3800,7600,7800,11600,3722.3900146484375,3803.832885742188,7337.64453125,11220.509033203125,7707.135498046875,11587.15673828125,7522.3900146484375,11403.832885742188,-79.57618094634414,-2.181493837349327,0.99,True,248,Musacea,-2.1814543,-79.57616908,8.2760376878,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,7641.040562963782,9199.8291128013,8.2760376878,banana,0.0,2.7044757640452213,1.0547455479776364,248
Nestor Macias RGB_6_3800_7600_7800_11600.png,3340.5009765625,2484.15625,3594.8544921875,2749.520751953125,0.6292104125022888,Nestor Macias RGB,6,3800,7600,7800,11600,3467.677734375,2616.8385009765625,7140.5009765625,10084.15625,7394.8544921875,10349.520751953123,7267.677734375,10216.838500976562,-79.57619702854781,-2.1814212943479068,0.99,True,318,Musacea,-2.18136782,-79.57616024,10.8225108225,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,7734.594550843963,8303.83895638013,10.8225108225,banana,0.0,4.788946176874639,1.867689008981109,318
Nestor Macias RGB_6_3800_7600_7800_11600.png,2431.410400390625,1523.587646484375,2758.606201171875,1860.8443603515625,0.6027225255966187,Nestor Macias RGB,6,3800,7600,7800,11600,2595.00830078125,1692.2160034179688,6231.410400390625,9123.587646484377,6558.606201171875,9460.844360351562,6395.00830078125,9292.216003417967,-79.57625212776627,-2.1813647861689174,0.99,True,300,Musacea,-2.18133166,-79.57622122,13.84644767,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,7089.241363435679,7929.1973738601355,13.84644767,banana,0.0,8.094163635231379,3.1567238177402364,300
Nestor Macias RGB_6_3800_7600_7800_11600.png,2767.6513671875,3306.901611328125,3033.8095703125,3595.018310546875,0.5792713165283203,Nestor Macias RGB,6,3800,7600,7800,11600,2900.73046875,3450.9599609375,6567.6513671875,10906.901611328123,6833.8095703125,11195.018310546875,6700.73046875,11050.9599609375,-79.57623282486429,-2.181472271568213,0.99,True,245,Musacea,-2.18142785,-79.57619656,9.23096511332,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,7350.2188904519935,8925.789570278048,9.23096511332,banana,0.0,3.4126959592953376,1.3309514241251816,245
Nestor Macias RGB_6_3800_7600_7800_11600.png,3047.582275390625,3421.51416015625,3284.467041015625,3676.903076171875,0.5764537453651428,Nestor Macias RGB,6,3800,7600,7800,11600,3166.024658203125,3549.2086181640625,6847.582275390625,11021.51416015625,7084.467041015625,11276.903076171875,6966.024658203125,11149.208618164062,-79.57621607453258,-2.1814782760216227,0.99,True,49,Musacea,-2.18144167,-79.57619372,17.3478482302,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,7380.274696420494,9068.973936162885,17.3478482302,banana,0.0,13.083213018964686,5.102453077396227,49
Nestor Macias RGB_6_3800_7600_7800_11600.png,1776.0909423828125,726.66015625,2046.378662109375,989.064453125,0.5673596858978271,Nestor Macias RGB,6,3800,7600,7800,11600,1911.234802246093,857.8623046875,5576.0909423828125,8326.66015625,5846.378662109375,8589.064453125,5711.234802246094,8457.8623046875,-79.57629530033986,-2.1813137947553702,0.99,True,205,Musacea,-2.18128286,-79.57626871,13.368983957200001,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,6586.6532547161705,7423.597008070022,13.368983957200001,banana,0.0,7.511226378917903,2.9293782877779817,205
Nestor Macias RGB_6_3800_7600_7800_11600.png,1877.8634033203125,68.64762878417969,2168.62109375,375.6544494628906,0.5631643533706665,Nestor Macias RGB,6,3800,7600,7800,11600,2023.242248535156,222.15103912353518,5677.8634033203125,7668.64762878418,5968.62109375,7975.654449462891,5823.242248535156,7822.151039123535,-79.5762882283347,-2.1812749433472822,0.99,True,186,Musacea,-2.18126014,-79.57626068,12.286732875,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,6671.634987874345,7188.202739407098,12.286732875,banana,0.0,6.275102464248066,2.447289961056746,186
Nestor Macias RGB_6_3800_7600_7800_11600.png,457.1591491699219,180.15594482421875,839.0536499023438,576.9356689453125,0.5557462573051453,Nestor Macias RGB,6,3800,7600,7800,11600,648.1063995361327,378.5458068847656,4257.159149169922,7780.155944824219,4639.053649902344,8176.9356689453125,4448.106399536133,7978.545806884766,-79.57637505263223,-2.1812845013923794,0.99,True,267,Musacea,-2.1812708,-79.57633698,13.2734912147,0.0,2016.0,P8,0.0,1.0,Nestor Macias RGB,5864.149776464169,7298.647409475554,13.2734912147,banana,0.0,7.397409484944714,2.8849896991284387,267
